Index,YY,MM,DD,H,H_Price
4,2017,6,22,3,26
5,2017,6,22,4,25
6,2017,6,22,5,25
7,2017,6,22,6,29
8,2017,6,22,7,36
9,2017,6,22,8,42
10,2017,6,22,9,45
11,2017,6,22,10,41
12,2017,6,22,11,39
13,2017,6,22,12,38
14,2017,6,22,13,40
15,2017,6,22,14,40
16,2017,6,22,15,42
17,2017,6,22,16,30
18,2017,6,22,17,30
19,2017,6,22,18,37
20,2017,6,22,19,40
21,2017,6,22,20,41
22,2017,6,22,21,38
23,2017,6,22,22,38
24,2017,6,22,23,35
1,2017,6,23,0,30
2,2017,6,23,1,26
3,2017,6,23,2,24
4,2017,6,23,3,24
5,2017,6,23,4,26
6,2017,6,23,5,22
7,2017,6,23,6,23
8,2017,6,23,7,27
9,2017,6,23,8,36
10,2017,6,23,9,37
11,2017,6,23,10,37
12,2017,6,23,11,37
13,2017,6,23,12,37
14,2017,6,23,13,37
15,2017,6,23,14,37
16,2017,6,23,15,37
17,2017,6,23,16,36
18,2017,6,23,17,35
19,2017,6,23,18,35
20,2017,6,23,19,34
21,2017,6,23,20,35
22,2017,6,23,21,35
23,2017,6,23,22,34
24,2017,6,23,23,30
1,2017,6,24,0,25
2,2017,6,24,1,25
3,2017,6,24,2,24
4,2017,6,24,3,23
5,2017,6,24,4,22
6,2017,6,24,5,20
7,2017,6,24,6,20
8,2017,6,24,7,22
9,2017,6,24,8,24
10,2017,6,24,9,24
11,2017,6,24,10,31
12,2017,6,24,11,23
13,2017,6,24,12,22
14,2017,6,24,13,22
15,2017,6,24,14,21
16,2017,6,24,15,21
17,2017,6,24,16,20
18,2017,6,24,17,19
19,2017,6,24,18,22
20,2017,6,24,19,24
21,2017,6,24,20,24
22,2017,6,24,21,24
23,2017,6,24,22,24
24,2017,6,24,23,24
1,2017,6,25,0,23
2,2017,6,25,1,24
3,2017,6,25,2,23
4,2017,6,25,3,21
5,2017,6,25,4,18
6,2017,6,25,5,14
7,2017,6,25,6,10
8,2017,6,25,7,10
9,2017,6,25,8,18
10,2017,6,25,9,19
11,2017,6,25,10,30
12,2017,6,25,11,31
13,2017,6,25,12,22
14,2017,6,25,13,31
15,2017,6,25,14,31
16,2017,6,25,15,29
17,2017,6,25,16,20
18,2017,6,25,17,29
19,2017,6,25,18,30
20,2017,6,25,19,30
21,2017,6,25,20,30
22,2017,6,25,21,23
23,2017,6,25,22,23
24,2017,6,25,23,23
1,2017,6,26,0,22
2,2017,6,26,1,22
3,2017,6,26,2,20
4,2017,6,26,3,17
5,2017,6,26,4,17
6,2017,6,26,5,17
7,2017,6,26,6,22
8,2017,6,26,7,27
9,2017,6,26,8,29
10,2017,6,26,9,36
11,2017,6,26,10,38
12,2017,6,26,11,38
13,2017,6,26,12,34
14,2017,6,26,13,38
15,2017,6,26,14,33
16,2017,6,26,15,38
17,2017,6,26,16,27
18,2017,6,26,17,27
19,2017,6,26,18,29
20,2017,6,26,19,30
21,2017,6,26,20,29
22,2017,6,26,21,26
23,2017,6,26,22,26
24,2017,6,26,23,26
1,2017,6,27,0,23
2,2017,6,27,1,23
3,2017,6,27,2,23
4,2017,6,27,3,23
5,2017,6,27,4,23
6,2017,6,27,5,23
7,2017,6,27,6,29
8,2017,6,27,7,33
9,2017,6,27,8,41
10,2017,6,27,9,46
11,2017,6,27,10,46
12,2017,6,27,11,47
13,2017,6,27,12,48
14,2017,6,27,13,46
15,2017,6,27,14,44
16,2017,6,27,15,44
17,2017,6,27,16,48
18,2017,6,27,17,47
19,2017,6,27,18,44
20,2017,6,27,19,44
21,2017,6,27,20,44
22,2017,6,27,21,40
23,2017,6,27,22,39
24,2017,6,27,23,36
1,2017,6,28,0,27
2,2017,6,28,1,29
3,2017,6,28,2,27
4,2017,6,28,3,26
5,2017,6,28,4,25
6,2017,6,28,5,25
7,2017,6,28,6,28
8,2017,6,28,7,33
9,2017,6,28,8,39
10,2017,6,28,9,43
11,2017,6,28,10,42
12,2017,6,28,11,42
13,2017,6,28,12,44
14,2017,6,28,13,46
15,2017,6,28,14,45
16,2017,6,28,15,43
17,2017,6,28,16,40
18,2017,6,28,17,40
19,2017,6,28,18,39
20,2017,6,28,19,39
21,2017,6,28,20,39
22,2017,6,28,21,36
23,2017,6,28,22,35
24,2017,6,28,23,28
1,2017,6,29,0,25
2,2017,6,29,1,22
3,2017,6,29,2,22
4,2017,6,29,3,22
5,2017,6,29,4,22
6,2017,6,29,5,22
7,2017,6,29,6,23
8,2017,6,29,7,34
9,2017,6,29,8,40
10,2017,6,29,9,46
11,2017,6,29,10,46
12,2017,6,29,11,46
13,2017,6,29,12,47
14,2017,6,29,13,45
15,2017,6,29,14,44
16,2017,6,29,15,42
17,2017,6,29,16,39
18,2017,6,29,17,38
19,2017,6,29,18,37
20,2017,6,29,19,38
21,2017,6,29,20,38
22,2017,6,29,21,35
23,2017,6,29,22,31
24,2017,6,29,23,29
1,2017,6,30,0,25
2,2017,6,30,1,24
3,2017,6,30,2,22
4,2017,6,30,3,22
5,2017,6,30,4,22
6,2017,6,30,5,22
7,2017,6,30,6,23
8,2017,6,30,7,32
9,2017,6,30,8,36
10,2017,6,30,9,38
11,2017,6,30,10,37
12,2017,6,30,11,36
13,2017,6,30,12,36
14,2017,6,30,13,37
15,2017,6,30,14,37
16,2017,6,30,15,35
17,2017,6,30,16,30
18,2017,6,30,17,27
19,2017,6,30,18,30
20,2017,6,30,19,33
21,2017,6,30,20,34
22,2017,6,30,21,26
23,2017,6,30,22,26
24,2017,6,30,23,25
1,2017,7,1,0,24
2,2017,7,1,1,27
3,2017,7,1,2,24
4,2017,7,1,3,23
5,2017,7,1,4,23
6,2017,7,1,5,23
7,2017,7,1,6,23
8,2017,7,1,7,25
9,2017,7,1,8,27
10,2017,7,1,9,31
11,2017,7,1,10,36
12,2017,7,1,11,36
13,2017,7,1,12,34
14,2017,7,1,13,35
15,2017,7,1,14,36
16,2017,7,1,15,31
17,2017,7,1,16,31
18,2017,7,1,17,31
19,2017,7,1,18,31
20,2017,7,1,19,31
21,2017,7,1,20,32
22,2017,7,1,21,29
23,2017,7,1,22,29
24,2017,7,1,23,28
1,2017,7,2,0,26
2,2017,7,2,1,24
3,2017,7,2,2,23
4,2017,7,2,3,23
5,2017,7,2,4,23
6,2017,7,2,5,20
7,2017,7,2,6,21
8,2017,7,2,7,21
9,2017,7,2,8,23
10,2017,7,2,9,25
11,2017,7,2,10,26
12,2017,7,2,11,26
13,2017,7,2,12,26
14,2017,7,2,13,25
15,2017,7,2,14,23
16,2017,7,2,15,23
17,2017,7,2,16,22
18,2017,7,2,17,22
19,2017,7,2,18,25
20,2017,7,2,19,28
21,2017,7,2,20,26
22,2017,7,2,21,24
23,2017,7,2,22,25
24,2017,7,2,23,27
1,2017,7,3,0,28
2,2017,7,3,1,23
3,2017,7,3,2,23
4,2017,7,3,3,22
5,2017,7,3,4,22
6,2017,7,3,5,23
7,2017,7,3,6,28
8,2017,7,3,7,51
9,2017,7,3,8,57
10,2017,7,3,9,61
11,2017,7,3,10,62
12,2017,7,3,11,62
13,2017,7,3,12,52
14,2017,7,3,13,62
15,2017,7,3,14,61
16,2017,7,3,15,59
17,2017,7,3,16,52
18,2017,7,3,17,40
19,2017,7,3,18,40
20,2017,7,3,19,51
21,2017,7,3,20,49
22,2017,7,3,21,40
23,2017,7,3,22,40
24,2017,7,3,23,36
1,2017,7,4,0,31
2,2017,7,4,1,28
3,2017,7,4,2,25
4,2017,7,4,3,25
5,2017,7,4,4,23
6,2017,7,4,5,26
7,2017,7,4,6,33
8,2017,7,4,7,45
9,2017,7,4,8,43
10,2017,7,4,9,48
11,2017,7,4,10,50
12,2017,7,4,11,50
13,2017,7,4,12,52
14,2017,7,4,13,67
15,2017,7,4,14,52
16,2017,7,4,15,50
17,2017,7,4,16,50
18,2017,7,4,17,45
19,2017,7,4,18,42
20,2017,7,4,19,48
21,2017,7,4,20,43
22,2017,7,4,21,40
23,2017,7,4,22,39
24,2017,7,4,23,37
1,2017,7,5,0,33
2,2017,7,5,1,32
3,2017,7,5,2,31
4,2017,7,5,3,29
5,2017,7,5,4,28
6,2017,7,5,5,27
7,2017,7,5,6,31
8,2017,7,5,7,42
9,2017,7,5,8,48
10,2017,7,5,9,48
11,2017,7,5,10,48
12,2017,7,5,11,47
13,2017,7,5,12,43
14,2017,7,5,13,42
15,2017,7,5,14,41
16,2017,7,5,15,41
17,2017,7,5,16,45
18,2017,7,5,17,39
19,2017,7,5,18,41
20,2017,7,5,19,45
21,2017,7,5,20,45
22,2017,7,5,21,43
23,2017,7,5,22,43
24,2017,7,5,23,41
1,2017,7,6,0,35
2,2017,7,6,1,33
3,2017,7,6,2,31
4,2017,7,6,3,30
5,2017,7,6,4,30
6,2017,7,6,5,29
7,2017,7,6,6,32
8,2017,7,6,7,38
9,2017,7,6,8,43
10,2017,7,6,9,48
11,2017,7,6,10,47
12,2017,7,6,11,46
13,2017,7,6,12,46
14,2017,7,6,13,45
15,2017,7,6,14,47
16,2017,7,6,15,46
17,2017,7,6,16,45
18,2017,7,6,17,43
19,2017,7,6,18,44
20,2017,7,6,19,45
21,2017,7,6,20,47
22,2017,7,6,21,47
23,2017,7,6,22,45
24,2017,7,6,23,42
1,2017,7,7,0,36
2,2017,7,7,1,34
3,2017,7,7,2,32
4,2017,7,7,3,31
5,2017,7,7,4,31
6,2017,7,7,5,30
7,2017,7,7,6,31
8,2017,7,7,7,48
9,2017,7,7,8,71
10,2017,7,7,9,54
11,2017,7,7,10,60
12,2017,7,7,11,60
13,2017,7,7,12,54
14,2017,7,7,13,62
15,2017,7,7,14,53
16,2017,7,7,15,67
17,2017,7,7,16,55
18,2017,7,7,17,52
19,2017,7,7,18,48
20,2017,7,7,19,52
21,2017,7,7,20,50
22,2017,7,7,21,48
23,2017,7,7,22,39
24,2017,7,7,23,40
1,2017,7,8,0,35
2,2017,7,8,1,35
3,2017,7,8,2,34
4,2017,7,8,3,32
5,2017,7,8,4,31
6,2017,7,8,5,30
7,2017,7,8,6,29
8,2017,7,8,7,31
9,2017,7,8,8,45
10,2017,7,8,9,45
11,2017,7,8,10,48
12,2017,7,8,11,48
13,2017,7,8,12,46
14,2017,7,8,13,50
15,2017,7,8,14,50
16,2017,7,8,15,49
17,2017,7,8,16,49
18,2017,7,8,17,49
19,2017,7,8,18,49
20,2017,7,8,19,48
21,2017,7,8,20,45
22,2017,7,8,21,45
23,2017,7,8,22,45
24,2017,7,8,23,48
1,2017,7,9,0,31
2,2017,7,9,1,31
3,2017,7,9,2,30
4,2017,7,9,3,33
5,2017,7,9,4,33
6,2017,7,9,5,33
7,2017,7,9,6,33
8,2017,7,9,7,29
9,2017,7,9,8,30
10,2017,7,9,9,48
11,2017,7,9,10,50
12,2017,7,9,11,52
13,2017,7,9,12,52
14,2017,7,9,13,52
15,2017,7,9,14,50
16,2017,7,9,15,50
17,2017,7,9,16,52
18,2017,7,9,17,52
19,2017,7,9,18,52
20,2017,7,9,19,52
21,2017,7,9,20,52
22,2017,7,9,21,52
23,2017,7,9,22,49
24,2017,7,9,23,48
1,2017,7,10,0,35
2,2017,7,10,1,32
3,2017,7,10,2,30
4,2017,7,10,3,30
5,2017,7,10,4,30
6,2017,7,10,5,30
7,2017,7,10,6,50
8,2017,7,10,7,48
9,2017,7,10,8,62
10,2017,7,10,9,54
11,2017,7,10,10,55
12,2017,7,10,11,54
13,2017,7,10,12,56
14,2017,7,10,13,61
15,2017,7,10,14,54
16,2017,7,10,15,51
17,2017,7,10,16,52
18,2017,7,10,17,45
19,2017,7,10,18,48
20,2017,7,10,19,49
21,2017,7,10,20,48
22,2017,7,10,21,40
23,2017,7,10,22,39
24,2017,7,10,23,39
1,2017,7,11,0,33
2,2017,7,11,1,31
3,2017,7,11,2,30
4,2017,7,11,3,30
5,2017,7,11,4,29
6,2017,7,11,5,29
7,2017,7,11,6,30
8,2017,7,11,7,34
9,2017,7,11,8,41
10,2017,7,11,9,44
11,2017,7,11,10,43
12,2017,7,11,11,43
13,2017,7,11,12,44
14,2017,7,11,13,46
15,2017,7,11,14,48
16,2017,7,11,15,48
17,2017,7,11,16,46
18,2017,7,11,17,44
19,2017,7,11,18,43
20,2017,7,11,19,41
21,2017,7,11,20,41
22,2017,7,11,21,40
23,2017,7,11,22,39
24,2017,7,11,23,36
1,2017,7,12,0,32
2,2017,7,12,1,32
3,2017,7,12,2,30
4,2017,7,12,3,29
5,2017,7,12,4,29
6,2017,7,12,5,28
7,2017,7,12,6,29
8,2017,7,12,7,35
9,2017,7,12,8,40
10,2017,7,12,9,50
11,2017,7,12,10,54
12,2017,7,12,11,54
13,2017,7,12,12,52
14,2017,7,12,13,52
15,2017,7,12,14,54
16,2017,7,12,15,54
17,2017,7,12,16,52
18,2017,7,12,17,41
19,2017,7,12,18,39
20,2017,7,12,19,40
21,2017,7,12,20,39
22,2017,7,12,21,37
23,2017,7,12,22,37
24,2017,7,12,23,30
1,2017,7,13,0,27
2,2017,7,13,1,26
3,2017,7,13,2,24
4,2017,7,13,3,23
5,2017,7,13,4,25
6,2017,7,13,5,25
7,2017,7,13,6,26
8,2017,7,13,7,28
9,2017,7,13,8,36
10,2017,7,13,9,41
11,2017,7,13,10,40
12,2017,7,13,11,40
13,2017,7,13,12,40
14,2017,7,13,13,40
15,2017,7,13,14,40
16,2017,7,13,15,40
17,2017,7,13,16,38
18,2017,7,13,17,33
19,2017,7,13,18,36
20,2017,7,13,19,37
21,2017,7,13,20,39
22,2017,7,13,21,39
23,2017,7,13,22,39
24,2017,7,13,23,38
1,2017,7,14,0,31
2,2017,7,14,1,32
3,2017,7,14,2,31
4,2017,7,14,3,29
5,2017,7,14,4,28
6,2017,7,14,5,27
7,2017,7,14,6,29
8,2017,7,14,7,36
9,2017,7,14,8,40
10,2017,7,14,9,45
11,2017,7,14,10,43
12,2017,7,14,11,42
13,2017,7,14,12,39
14,2017,7,14,13,37
15,2017,7,14,14,37
16,2017,7,14,15,37
17,2017,7,14,16,40
18,2017,7,14,17,31
19,2017,7,14,18,39
20,2017,7,14,19,40
21,2017,7,14,20,42
22,2017,7,14,21,38
23,2017,7,14,22,38
24,2017,7,14,23,34
1,2017,7,15,0,30
2,2017,7,15,1,31
3,2017,7,15,2,29
4,2017,7,15,3,28
5,2017,7,15,4,27
6,2017,7,15,5,28
7,2017,7,15,6,27
8,2017,7,15,7,27
9,2017,7,15,8,29
10,2017,7,15,9,31
11,2017,7,15,10,33
12,2017,7,15,11,33
13,2017,7,15,12,32
14,2017,7,15,13,31
15,2017,7,15,14,30
16,2017,7,15,15,29
17,2017,7,15,16,29
18,2017,7,15,17,29
19,2017,7,15,18,30
20,2017,7,15,19,32
21,2017,7,15,20,32
22,2017,7,15,21,29
23,2017,7,15,22,29
24,2017,7,15,23,29
1,2017,7,16,0,27
2,2017,7,16,1,28
3,2017,7,16,2,27
4,2017,7,16,3,27
5,2017,7,16,4,26
6,2017,7,16,5,25
7,2017,7,16,6,25
8,2017,7,16,7,25
9,2017,7,16,8,26
10,2017,7,16,9,26
11,2017,7,16,10,26
12,2017,7,16,11,29
13,2017,7,16,12,26
14,2017,7,16,13,26
15,2017,7,16,14,26
16,2017,7,16,15,25
17,2017,7,16,16,25
18,2017,7,16,17,26
19,2017,7,16,18,27
20,2017,7,16,19,27
21,2017,7,16,20,27
22,2017,7,16,21,27
23,2017,7,16,22,27
24,2017,7,16,23,27
1,2017,7,17,0,26
2,2017,7,17,1,26
3,2017,7,17,2,24
4,2017,7,17,3,24
5,2017,7,17,4,24
6,2017,7,17,5,24
7,2017,7,17,6,25
8,2017,7,17,7,26
9,2017,7,17,8,37
10,2017,7,17,9,38
11,2017,7,17,10,40
12,2017,7,17,11,40
13,2017,7,17,12,38
14,2017,7,17,13,38
15,2017,7,17,14,38
16,2017,7,17,15,34
17,2017,7,17,16,31
18,2017,7,17,17,38
19,2017,7,17,18,36
20,2017,7,17,19,39
21,2017,7,17,20,36
22,2017,7,17,21,30
23,2017,7,17,22,27
24,2017,7,17,23,26
1,2017,7,18,0,26
2,2017,7,18,1,26
3,2017,7,18,2,25
4,2017,7,18,3,24
5,2017,7,18,4,24
6,2017,7,18,5,24
7,2017,7,18,6,26
8,2017,7,18,7,27
9,2017,7,18,8,30
10,2017,7,18,9,32
11,2017,7,18,10,33
12,2017,7,18,11,33
13,2017,7,18,12,32
14,2017,7,18,13,31
15,2017,7,18,14,30
16,2017,7,18,15,29
17,2017,7,18,16,29
18,2017,7,18,17,28
19,2017,7,18,18,28
20,2017,7,18,19,28
21,2017,7,18,20,28
22,2017,7,18,21,28
23,2017,7,18,22,28
24,2017,7,18,23,28
1,2017,7,19,0,26
2,2017,7,19,1,26
3,2017,7,19,2,26
4,2017,7,19,3,25
5,2017,7,19,4,24
6,2017,7,19,5,24
7,2017,7,19,6,26
8,2017,7,19,7,27
9,2017,7,19,8,34
10,2017,7,19,9,42
11,2017,7,19,10,39
12,2017,7,19,11,37
13,2017,7,19,12,34
14,2017,7,19,13,36
15,2017,7,19,14,34
16,2017,7,19,15,34
17,2017,7,19,16,36
18,2017,7,19,17,35
19,2017,7,19,18,34
20,2017,7,19,19,34
21,2017,7,19,20,34
22,2017,7,19,21,29
23,2017,7,19,22,29
24,2017,7,19,23,28
1,2017,7,20,0,26
2,2017,7,20,1,27
3,2017,7,20,2,26
4,2017,7,20,3,25
5,2017,7,20,4,25
6,2017,7,20,5,25
7,2017,7,20,6,26
8,2017,7,20,7,27
9,2017,7,20,8,36
10,2017,7,20,9,36
11,2017,7,20,10,37
12,2017,7,20,11,37
13,2017,7,20,12,37
14,2017,7,20,13,37
15,2017,7,20,14,37
16,2017,7,20,15,36
17,2017,7,20,16,36
18,2017,7,20,17,34
19,2017,7,20,18,36
20,2017,7,20,19,36
21,2017,7,20,20,36
22,2017,7,20,21,33
23,2017,7,20,22,32
24,2017,7,20,23,30
1,2017,7,21,0,27
2,2017,7,21,1,27
3,2017,7,21,2,27
4,2017,7,21,3,27
5,2017,7,21,4,26
6,2017,7,21,5,26
7,2017,7,21,6,27
8,2017,7,21,7,33
9,2017,7,21,8,36
10,2017,7,21,9,41
11,2017,7,21,10,41
12,2017,7,21,11,41
13,2017,7,21,12,41
14,2017,7,21,13,41
15,2017,7,21,14,37
16,2017,7,21,15,46
17,2017,7,21,16,35
18,2017,7,21,17,34
19,2017,7,21,18,34
20,2017,7,21,19,35
21,2017,7,21,20,35
22,2017,7,21,21,33
23,2017,7,21,22,33
24,2017,7,21,23,33
1,2017,7,22,0,32
2,2017,7,22,1,31
3,2017,7,22,2,28
4,2017,7,22,3,27
5,2017,7,22,4,27
6,2017,7,22,5,27
7,2017,7,22,6,27
8,2017,7,22,7,27
9,2017,7,22,8,30
10,2017,7,22,9,33
11,2017,7,22,10,34
12,2017,7,22,11,35
13,2017,7,22,12,34
14,2017,7,22,13,32
15,2017,7,22,14,30
16,2017,7,22,15,29
17,2017,7,22,16,29
18,2017,7,22,17,30
19,2017,7,22,18,32
20,2017,7,22,19,33
21,2017,7,22,20,32
22,2017,7,22,21,31
23,2017,7,22,22,31
24,2017,7,22,23,29
1,2017,7,23,0,27
2,2017,7,23,1,27
3,2017,7,23,2,27
4,2017,7,23,3,26
5,2017,7,23,4,25
6,2017,7,23,5,23
7,2017,7,23,6,24
8,2017,7,23,7,24
9,2017,7,23,8,25
10,2017,7,23,9,26
11,2017,7,23,10,27
12,2017,7,23,11,27
13,2017,7,23,12,27
14,2017,7,23,13,27
15,2017,7,23,14,26
16,2017,7,23,15,26
17,2017,7,23,16,26
18,2017,7,23,17,26
19,2017,7,23,18,27
20,2017,7,23,19,28
21,2017,7,23,20,29
22,2017,7,23,21,28
23,2017,7,23,22,28
24,2017,7,23,23,27
1,2017,7,24,0,27
2,2017,7,24,1,27
3,2017,7,24,2,27
4,2017,7,24,3,26
5,2017,7,24,4,26
6,2017,7,24,5,26
7,2017,7,24,6,27
8,2017,7,24,7,32
9,2017,7,24,8,37
10,2017,7,24,9,40
11,2017,7,24,10,45
12,2017,7,24,11,47
13,2017,7,24,12,47
14,2017,7,24,13,56
15,2017,7,24,14,53
16,2017,7,24,15,46
17,2017,7,24,16,46
18,2017,7,24,17,40
19,2017,7,24,18,40
20,2017,7,24,19,40
21,2017,7,24,20,40
22,2017,7,24,21,36
23,2017,7,24,22,36
24,2017,7,24,23,34
1,2017,7,25,0,30
2,2017,7,25,1,31
3,2017,7,25,2,30
4,2017,7,25,3,29
5,2017,7,25,4,27
6,2017,7,25,5,27
7,2017,7,25,6,35
8,2017,7,25,7,51
9,2017,7,25,8,55
10,2017,7,25,9,59
11,2017,7,25,10,56
12,2017,7,25,11,56
13,2017,7,25,12,55
14,2017,7,25,13,52
15,2017,7,25,14,51
16,2017,7,25,15,51
17,2017,7,25,16,52
18,2017,7,25,17,48
19,2017,7,25,18,36
20,2017,7,25,19,51
21,2017,7,25,20,51
22,2017,7,25,21,36
23,2017,7,25,22,35
24,2017,7,25,23,31
1,2017,7,26,0,29
2,2017,7,26,1,28
3,2017,7,26,2,27
4,2017,7,26,3,27
5,2017,7,26,4,27
6,2017,7,26,5,23
7,2017,7,26,6,30
8,2017,7,26,7,37
9,2017,7,26,8,50
10,2017,7,26,9,50
11,2017,7,26,10,50
12,2017,7,26,11,50
13,2017,7,26,12,50
14,2017,7,26,13,46
15,2017,7,26,14,50
16,2017,7,26,15,50
17,2017,7,26,16,49
18,2017,7,26,17,42
19,2017,7,26,18,40
20,2017,7,26,19,51
21,2017,7,26,20,50
22,2017,7,26,21,41
23,2017,7,26,22,40
24,2017,7,26,23,36
1,2017,7,27,0,31
2,2017,7,27,1,28
3,2017,7,27,2,28
4,2017,7,27,3,28
5,2017,7,27,4,28
6,2017,7,27,5,28
7,2017,7,27,6,29
8,2017,7,27,7,34
9,2017,7,27,8,45
10,2017,7,27,9,51
11,2017,7,27,10,51
12,2017,7,27,11,51
13,2017,7,27,12,56
14,2017,7,27,13,56
15,2017,7,27,14,56
16,2017,7,27,15,51
17,2017,7,27,16,49
18,2017,7,27,17,40
19,2017,7,27,18,38
20,2017,7,27,19,47
21,2017,7,27,20,49
22,2017,7,27,21,38
23,2017,7,27,22,36
24,2017,7,27,23,34
1,2017,7,28,0,30
2,2017,7,28,1,30
3,2017,7,28,2,28
4,2017,7,28,3,27
5,2017,7,28,4,27
6,2017,7,28,5,27
7,2017,7,28,6,30
8,2017,7,28,7,49
9,2017,7,28,8,50
10,2017,7,28,9,48
11,2017,7,28,10,50
12,2017,7,28,11,50
13,2017,7,28,12,50
14,2017,7,28,13,51
15,2017,7,28,14,51
16,2017,7,28,15,50
17,2017,7,28,16,49
18,2017,7,28,17,51
19,2017,7,28,18,49
20,2017,7,28,19,51
21,2017,7,28,20,51
22,2017,7,28,21,39
23,2017,7,28,22,39
24,2017,7,28,23,33
1,2017,7,29,0,30
2,2017,7,29,1,30
3,2017,7,29,2,30
4,2017,7,29,3,29
5,2017,7,29,4,29
6,2017,7,29,5,27
7,2017,7,29,6,27
8,2017,7,29,7,30
9,2017,7,29,8,31
10,2017,7,29,9,34
11,2017,7,29,10,35
12,2017,7,29,11,37
13,2017,7,29,12,34
14,2017,7,29,13,34
15,2017,7,29,14,34
16,2017,7,29,15,23
17,2017,7,29,16,22
18,2017,7,29,17,23
19,2017,7,29,18,28
20,2017,7,29,19,27
21,2017,7,29,20,27
22,2017,7,29,21,34
23,2017,7,29,22,34
24,2017,7,29,23,34
1,2017,7,30,0,30
2,2017,7,30,1,29
3,2017,7,30,2,28
4,2017,7,30,3,27
5,2017,7,30,4,27
6,2017,7,30,5,26
7,2017,7,30,6,26
8,2017,7,30,7,27
9,2017,7,30,8,29
10,2017,7,30,9,32
11,2017,7,30,10,34
12,2017,7,30,11,32
13,2017,7,30,12,32
14,2017,7,30,13,32
15,2017,7,30,14,32
16,2017,7,30,15,32
17,2017,7,30,16,32
18,2017,7,30,17,32
19,2017,7,30,18,31
20,2017,7,30,19,32
21,2017,7,30,20,32
22,2017,7,30,21,32
23,2017,7,30,22,32
24,2017,7,30,23,31
1,2017,7,31,0,30
2,2017,7,31,1,26
3,2017,7,31,2,26
4,2017,7,31,3,27
5,2017,7,31,4,27
6,2017,7,31,5,27
7,2017,7,31,6,26
8,2017,7,31,7,37
9,2017,7,31,8,45
10,2017,7,31,9,49
11,2017,7,31,10,51
12,2017,7,31,11,51
13,2017,7,31,12,51
14,2017,7,31,13,51
15,2017,7,31,14,51
16,2017,7,31,15,50
17,2017,7,31,16,49
18,2017,7,31,17,48
19,2017,7,31,18,48
20,2017,7,31,19,49
21,2017,7,31,20,49
22,2017,7,31,21,41
23,2017,7,31,22,40
24,2017,7,31,23,36
1,2017,8,1,0,30
2,2017,8,1,1,32
3,2017,8,1,2,31
4,2017,8,1,3,26
5,2017,8,1,4,26
6,2017,8,1,5,26
7,2017,8,1,6,49
8,2017,8,1,7,50
9,2017,8,1,8,56
10,2017,8,1,9,56
11,2017,8,1,10,56
12,2017,8,1,11,56
13,2017,8,1,12,56
14,2017,8,1,13,56
15,2017,8,1,14,56
16,2017,8,1,15,56
17,2017,8,1,16,56
18,2017,8,1,17,49
19,2017,8,1,18,56
20,2017,8,1,19,50
21,2017,8,1,20,56
22,2017,8,1,21,49
23,2017,8,1,22,51
24,2017,8,1,23,35
1,2017,8,2,0,31
2,2017,8,2,1,27
3,2017,8,2,2,26
4,2017,8,2,3,25
5,2017,8,2,4,25
6,2017,8,2,5,25
7,2017,8,2,6,27
8,2017,8,2,7,31
9,2017,8,2,8,35
10,2017,8,2,9,39
11,2017,8,2,10,42
12,2017,8,2,11,40
13,2017,8,2,12,49
14,2017,8,2,13,53
15,2017,8,2,14,50
16,2017,8,2,15,50
17,2017,8,2,16,41
18,2017,8,2,17,30
19,2017,8,2,18,35
20,2017,8,2,19,33
21,2017,8,2,20,33
22,2017,8,2,21,31
23,2017,8,2,22,32
24,2017,8,2,23,30
1,2017,8,3,0,27
2,2017,8,3,1,27
3,2017,8,3,2,26
4,2017,8,3,3,25
5,2017,8,3,4,23
6,2017,8,3,5,23
7,2017,8,3,6,25
8,2017,8,3,7,30
9,2017,8,3,8,37
10,2017,8,3,9,39
11,2017,8,3,10,41
12,2017,8,3,11,38
13,2017,8,3,12,37
14,2017,8,3,13,37
15,2017,8,3,14,37
16,2017,8,3,15,38
17,2017,8,3,16,39
18,2017,8,3,17,35
19,2017,8,3,18,40
20,2017,8,3,19,39
21,2017,8,3,20,37
22,2017,8,3,21,29
23,2017,8,3,22,27
24,2017,8,3,23,27
1,2017,8,4,0,26
2,2017,8,4,1,25
3,2017,8,4,2,23
4,2017,8,4,3,21
5,2017,8,4,4,19
6,2017,8,4,5,19
7,2017,8,4,6,24
8,2017,8,4,7,30
9,2017,8,4,8,36
10,2017,8,4,9,37
11,2017,8,4,10,36
12,2017,8,4,11,39
13,2017,8,4,12,41
14,2017,8,4,13,40
15,2017,8,4,14,37
16,2017,8,4,15,36
17,2017,8,4,16,34
18,2017,8,4,17,30
19,2017,8,4,18,34
20,2017,8,4,19,30
21,2017,8,4,20,30
22,2017,8,4,21,26
23,2017,8,4,22,26
24,2017,8,4,23,26
1,2017,8,5,0,25
2,2017,8,5,1,24
3,2017,8,5,2,23
4,2017,8,5,3,22
5,2017,8,5,4,21
6,2017,8,5,5,21
7,2017,8,5,6,20
8,2017,8,5,7,23
9,2017,8,5,8,24
10,2017,8,5,9,25
11,2017,8,5,10,25
12,2017,8,5,11,26
13,2017,8,5,12,26
14,2017,8,5,13,25
15,2017,8,5,14,23
16,2017,8,5,15,23
17,2017,8,5,16,25
18,2017,8,5,17,25
19,2017,8,5,18,26
20,2017,8,5,19,27
21,2017,8,5,20,27
22,2017,8,5,21,27
